	umls_meddra	umls_def
5453	C1696942	Application site cellulitis
5454	C1698480	Supraventricular tachyarrhythmia
5455	C0427144	Toe walking
5456	C1387528	Acute haemolytic anaemia
5457	C0233459	Emotional disorder
5458	C0020701	Hysteria
5459	C0085786	Hamman-Rich syndrome
5460	C0858979	Oral mucosa sore
5461	C0023448	Lymphocytic leukaemia
5462	C0033075	Presbyopia
5463	C0006147	Breast feeding
5464	C0007274	Carotid artery thrombosis
5465	C0009952	Febrile convulsion
5466	C0151888	Hyporeflexia
5467	C0018784	Deafness neurosensory
5468	C0038534	Subconjunctival hemorrhage
5469	C0029445	Osteonecrosis
5470	C0043352	Dry mouth
5471	C3495931	Vestibular toxicity
5472	C0522224	Paralysis
5473	C0521495	Application site rash
5474	C1609536	Allergic bronchospasm
5475	C0022572	Keratoacanthoma
5476	C1096036	Infusion site warmth
5477	C0423628	Teething pain
5478	C0549433	Surgical intervention
5479	C0030567	Parkinson's disease
5480	C0278034	Cloudy urine
5481	C0745091	Hypereosinophilia
5482	C0877854	Cerebral arteriosclerosis
5483	C0016382	Flushing
5484	C0239833	Hand pain
5485	C0240173	Shift to the left
5486	C1394290	Cyanotic heart disease
5487	C0949103	Catheter site pain
5488	C0749389	Pharyngeal lesion
5489	C2363949	Injection site exfoliation
5490	C0026976	Myelitis transverse
5491	C0007933	Chalazion
5492	C0852711	Hand and foot syndrome secondary to sickle cell anaemia
5493	C0149925	Small cell lung cancer
5494	C0026266	Mitral valve incompetence
5495	C1696946	Polyomavirus-associated nephropathy
5496	C0267166	Gastroduodenitis
5497	C0206762	Limb malformation
5498	C0022575	Keratoconjunctivitis sicca
5499	C0302859	Euthyroid goiter
5500	C0156384	Vaginal dysplasia
5501	C0860564	Retinoic acid syndrome
5502	C1325847	Sensitisation
5503	C0023891	Cirrhosis alcoholic
5504	C0025345	Menstrual disorder
5505	C1260880	Rhinorrhoea
5506	C0852909	Blood bicarbonate decreased
5507	C0549430	Procedural site reaction
5508	C0740435	Bilirubin unconjugated increased
5509	C0235919	Nerve root lesion
5510	C0521471	Systemic lupus erythematosus rash
5511	C0231592	Joint crepitation
5512	C0023885	Liver abscess
5513	C0235439	Ankle edema
5514	C0235113	Emotional poverty
5515	C0042998	Vulvovaginitis
5516	C0459435	Psychotic state
5517	C0434785	Subluxation hip
5519	C1963790	Vulvovaginal burning sensation
5520	C0341702	Fanconi syndrome acquired
5521	C0877613	Rectal cramps
5522	C0151569	Coombs direct test positive
5523	C0015927	Foetal death
5524	C0233763	Hallucination, visual
5525	C0850060	Nasal itching
5526	C0221348	Yellow nail syndrome
5527	C0020621	Hypokalaemia
5528	C1142397	Myoglobinaemia
5529	C0009088	Cluster headache
5530	C0151904	Aspartate aminotransferase increased
5531	C1456784	Paranoia
5532	C0553698	Monocyte count increased
5533	C0151577	Creatinine renal clearance decreased
5534	C1096387	Chemical eye injury
5535	C0018808	Cardiac murmur
5536	C1696943	Hypoaesthesia facial
5537	C0023470	Myeloid leukaemia
5538	C0850569	Allergic rash
5539	C0001973	Alcoholism
5540	C0342892	Hypolipidaemia
5541	C0235234	Dry throat
5542	C0234656	Periorbital pain
5543	C0549452	Localised skin reaction
5544	C2609041	Mechanical urticaria
5545	C0855333	Electrocardiogram QT corrected interval prolonged
5546	C0040411	Tongue neoplasm
5547	C0149642	Cervical adenitis
5548	C0085654	Injection site granuloma
5549	C0151692	Impaired healing
5550	C0002878	Haemolytic anaemia
5551	C0595882	Serum calcium decreased
5552	C0023218	Cramps of lower extremities
5553	C0423006	Eye discharge
5554	C0270075	Unspecified condition originating in the perinatal period
5555	C0877056	Hypoglycaemic seizure
5556	C0235966	Dreaming excessive
5557	C1280433	Lipoatrophy
5558	C0042485	Venous insufficiency
5559	C0151828	Injection site pain
5560	C0234374	Tremor coarse
5561	C0857983	Serum testosterone decreased
5562	C0577115	Soft stools
5563	C0001733	Factor I deficiency
5564	C0018794	Block heart
5565	C0243065	Aplasia
5566	C0240182	Leukonychia
5567	C0235839	Fever neonatal
5568	C0860851	Oestradiol increased
5569	C0233795	Anterograde amnesia
5570	C0543698	Hypersensitive syndrome
5571	C0085074	Granuloma annulare
5572	C0022821	Kyphosis
5573	C0240521	Nipple tenderness
5574	C0184567	Acute pain
5575	C0424082	Hypnopompic hallucination
5576	C2721559	Osmotic demyelination syndrome
5577	C0151799	Skin necrosis
5578	C0695236	Tracheostomy infection
5579	C0020598	Hypocalcaemia
5580	C0853762	Exacerbation of hot flushes
5581	C0405139	Obstetric procedure complication
5582	C0152198	Accommodation disorder
5583	C0221406	Pituitary-dependent Cushing's syndrome
5584	C0497247	Blood pressure increased
5585	C0020452	Hyperaemia
5586	C0549336	Asthma aggravated
5587	C0151640	Fertility male decreased
5588	C0743516	Endometrial thickening
5589	C0235744	Breath holding
5590	C0423273	Scleral thinning
5591	C0860988	Phosphate increased
5592	C0542120	Injection site nodule
5593	C0267412	Thrombosis mesenteric vessel
5594	C0475858	Pruritus generalised
5595	C0544618	Orthostatic hypertension
5596	C1868998	Cytotoxic oedema
5597	C0277934	Aortic bruit
5598	C1262013	Recall phenomenon
5599	C0043515	Zollinger-Ellison syndrome
5600	C0687707	Anorectal disorder
5601	C0853986	Lymphocyte count decreased
5602	C0033575	Prostatic disorder
5603	C0858540	Hemorrhage symptom
5604	C0522035	Upper limb oedema
5605	C0549350	Conjunctivitis exacerbated
5606	C0032230	Pleural rub
5607	C1096646	Transaminitis
5608	C0151740	Intracranial pressure increased
5609	C3665356	Food intolerance
5610	C0267994	Disorders of fluid, electrolyte and acid-base balance
5611	C0234913	Rash erythematous
5612	C0567085	Uterine pain
5613	C0036130	Salpingitis
5614	C0033931	Psychosomatic disease
5616	C0003467	Anxiety
5617	C0017565	Gingival bleeding
5618	C0232831	Hyposthenuria
5619	C0276651	Aspergilloma
5620	C0015523	Factor XI deficiency
5621	C0036104	Salivation
5622	C0235030	Neurologic reaction
5623	C0542007	Cerebral haematoma
5624	C1112746	Hepatic lymphoma
5625	C0008733	Chylothorax
5626	C0085633	Mood swings
5627	C0271160	Cataract cortical
5628	C0019521	Hiccups
5629	C1112625	Cerebellar oedema
5630	C0022548	Keloid scar
5631	C0016770	Frustration
5632	C0520861	Venous pressure jugular increased
5633	C0151883	Vesiculobullous rash
5634	C0032302	Pneumonia mycoplasmal
5635	C0085702	Monocytosis
5636	C0027497	Nausea
5637	C0235328	Colon obstruction
5638	C0264956	Atheroma
5639	C0854495	Hepatitis F
5640	C0019061	Haemolytic uraemic syndrome
5641	C0701811	Short-term memory loss
5642	C0600260	Obstructive airways disorder
5643	C0541882	Difficulty thinking
5644	C0494559	Inner ear disorder
5645	C1619692	Nephrogenic systemic fibrosis
5646	C0854029	Blood creatine increased
5647	C1290864	Abdominal disorder
5648	C0153452	Gallbladder cancer
5649	C0038987	Sweat gland tumour
5650	C0235630	Renal failure aggravated
5651	C0750857	Alkaline phosphatase serum increased
5652	C0234428	Consciousness abnormal
5653	C0302313	Osteolytic lesion
5654	C1961112	Decompensation cardiac
5655	C0496901	Pituitary tumour benign
5656	C0553723	Squamous cell carcinoma of skin
5657	C0271321	Madarosis
5658	C0263355	Rash scarlatiniform
5659	C0038941	Postoperative wound infection
5660	C0011432	Sensitivity of teeth
5661	C1868885	Uncontrolled hypertension
5662	C0024440	Cystoid macular oedema
5663	C0438241	Blood urea normal
5664	C0852696	Glucocorticoids decreased
5665	C0036341	Schizophrenia
5666	C0011615	Dermatitis atopic
5667	C0151638	Syndrome Fanconi-like
5668	C0032962	Complication of pregnancy
5669	C0206504	Tympanic membrane perforation
5670	C0152964	Streptococcal sepsis
5671	C1306580	Bone mass decreased
5672	C0023051	Laryngeal disorder
5673	C2364082	Hyposmia
5674	C0011860	Type 2 diabetes mellitus
5675	C0948300	Application site scab
5676	C0021053	Immune system disorder
5677	C0235874	Condition aggravated
5678	C0151995	Degeneration of uterine fibroid
5679	C0239549	Fat intolerance
5680	C0497209	Conjunctivitis infective
5681	C0017662	Glomerulonephritis membranoproliferative
5682	C2748540	Mucosal bleeding
5683	C0233558	Temper tantrum
5684	C0234144	Dysgraphia
5685	C0003621	Appetite disorder
5686	C0031315	Phantom limb pain
5687	C0231772	Burning foot
5688	C0238304	Chronic interstitial nephritis
5689	C0281778	Anal abscess
5690	C1306577	Death
5691	C0151636	Ventricular extrasystoles
5692	C0040127	Thyrotoxic crisis
5693	C0151315	Neck stiffness
5694	C0233632	Thinking abnormal
5695	C1735646	Rash recurrent
5696	C0973461	Dysphasia
5697	C0038986	Sweat gland disorder
5698	C0340464	Extrasystoles
5699	C0919840	Osteocalcin increased
5700	C0587054	Numbness in fingers
5701	C0235213	Ejaculation decreased
5702	C0221733	Paradoxical pressor response
5703	C0740852	Upper airway obstruction
5704	C0423172	Dacryocanaliculitis
5705	C0413234	Acute allergic reaction
5707	C0010072	Coronary artery thrombosis
5708	C0236024	Pharyngeal oedema
5709	C0277941	Blanching of skin
5710	C0004998	Benign neoplasm of skin
5711	C0042341	Varicocele
5712	C0016479	Food poisoning
5713	C1096195	Thyroglobulin increased
5714	C0542052	Coronary artery insufficiency
5715	C0231303	Distress
5716	C0036396	Sciatica
5717	C0012691	Joint dislocation
5718	C0238201	Iodism
5719	C0392378	Gingival ulceration
5720	C0232288	Chest pain exertional
5721	C0235889	Arthritis aggravated
5722	C0040584	Tracheitis
5723	C0079772	T-cell lymphoma
5724	C0023510	White blood cell disorder
5725	C0158328	Trigger finger
5726	C0042251	Vaginal disorder
5727	C0338908	Anxiety depression
5728	C0026766	Multi-organ failure
5729	C0263338	Urticaria chronic
5730	C1696701	Dermatillomania
5731	C0278008	Change of bowel habit
5732	C0079731	B-cell lymphoma
5733	C0340613	Arterial aneurysm
5734	C0151465	Renal abscess
5735	C0221269	Pseudolymphoma
5736	C0241235	Sputum purulent
5737	C0000731	Abdominal distension
5738	C0274714	Adrenergic syndrome
5739	C0025568	Metaplasia
5740	C1279247	Genitourinary tract infection
5741	C0277899	Pulse absent
5742	C0858786	Toxic symptom
5743	C0242891	Tooth injury
5744	C0687675	Pregnancy loss
5745	C0853150	Nerve conduction studies abnormal
5746	C0264907	Wenckebach phenomenon
5747	C0151721	Hypogonadism male
5748	C0018023	Goiter nodular
5749	C0151602	Swelling face
5750	C0009676	Confusional state
5751	C0559031	Functional gastrointestinal disorder
5752	C0152202	Acquired night blindness
5753	C0018681	Headache
5754	C2242583	Acute liver injury
5755	C0043349	Xerophthalmia
5756	C0857323	Angioedema of larynx
5757	C0270716	Hydrocephalus acquired
5758	C0151736	Accidental injury
5759	C0270823	Petit mal status, epileptic
5760	C2939147	Feeling hot
5761	C1096116	Acquired haemophilia
5762	C0553548	Angiitis necrotising
5763	C0600142	Hot flush
5764	C0852919	Animal scratch
5765	C1504422	Application site hypersensitivity
5766	C0853227	Blood iron abnormal
5767	C0235238	Cycloplegia
5768	C0022504	Kaposi's varicelliform eruption
5769	C0542237	Thrombophlebitis injection site
5770	C0332575	Redness
5771	C0521510	Implant site reaction
5772	C0232203	Atrial rhythm
5773	C0477371	Other forms of epilepsy
5774	C0020312	Hydrothorax
5775	C0018133	Graft versus host disease
5776	C0005699	Blast cell crisis
5777	C0858934	Injection site warmth
5778	C0232826	Antidiuresis
5779	C0014583	Episcleritis
5780	C0497552	Unspecified congenital anomaly of brain, spinal cord, and nervous system
5781	C0856151	Fat redistribution
5782	C0151510	Adrenal cortex atrophy
5783	C0042018	Calculus urinary
5784	C0221255	Calcification metastatic
5785	C0233767	Hallucination, tactile
5786	C0020514	Hyperprolactinaemia
5787	C0342579	Electrolyte imbalance
5788	C0151899	Syndrome screaming
5789	C0001403	Addison's disease
5790	C0314719	Dry eye
5791	C0235960	Parkinsonism aggravated
5792	C0011570	Depression
5793	C2937350	Abnormal ejaculation
5794	C1112320	Temperature intolerance
5795	C1736186	Postoperative shivering
5796	C0235527	Cardiac failure right
5797	C0030662	Pathological gambling
5798	C0034011	Puberty
5799	C0423820	Nail ridging
5800	C1695897	Infusion site irritation
5801	C0264886	Conduction disorder
5802	C0262380	Asymptomatic bacteriuria
5803	C0596601	Gas
5804	C1535919	Foetal chromosome abnormality
5805	C0026857	Musculoskeletal disorder
5806	C0238311	Nicotine poisoning
5807	C1619718	Partner stress
5808	C0700502	Primary hypothyroidism
5809	C0343166	Effusion of knee
5810	C1688637	Intraoperative floppy iris syndrome
5811	C0039240	Supraventricular tachycardia
5812	C0847403	Infective tenosynovitis
5813	C0002447	Amelia
5814	C0032781	Postnasal drip
5815	C0153676	Lung cancer metastatic
5816	C0019112	Haemorrhoids
5817	C0877606	Infusion site burning
5818	C0234936	Application site oedema
5819	C0151945	Cerebral venous thrombosis
5820	C0040436	Tooth erosion
5821	C0853084	High density lipoprotein increased
5822	C0234133	Extrapyramidal symptoms
5824	C1142305	Melanonychia
5825	C0043167	Pertussis
5826	C0233471	Flat affect
5827	C1258192	Vascular resistance systemic
5828	C1608942	Complication of device insertion
5829	C0151584	Injection site cyst
5830	C0426959	Akinaesthesia
5831	C0020678	Hypotrichosis
5832	C0030517	Parathyroid disorder
5833	C1141948	Troponin increased
5834	C0541941	Erection increased
5835	C0033999	Pterygium
5836	C0851140	Cervix carcinoma stage 0
5837	C1328395	Vaginal contraceptive device expelled
5838	C0239276	Eosinophiluria
5839	C0040588	Tracheo-oesophageal fistula
5840	C0919267	Ovarian neoplasm
5841	C0235522	Vein disorder
5842	C0541896	Spermatozoa abnormal
5843	C1167842	Tobacco withdrawal symptoms
5844	C0007112	Adenocarcinoma of prostate
5845	C0038166	Staphylococcal skin infection
5846	C0232492	Abdominal pain upper
5847	C0221228	Comedone
5848	C0858535	Thrombocytopenia toxic
5849	C0042907	Vitreous detachment
5850	C0878773	Hypertonic bladder
5851	C0239026	Chest X-ray normal
5852	C0020877	Ileitis
5854	C0155388	External ear disorder
5855	C0856152	Buccal mucosal roughening
5856	C0162423	Miliaria rubra
5857	C0041972	Urethral obstruction
5858	C0085577	Normocytic anemia
5859	C0702109	Erythropoiesis abnormal
5860	C0238707	Impairment of attention
5861	C0027868	Neuromyopathy
5862	C0010346	Crohn's disease
5863	C0239233	Early satiety
5864	C0023434	Chronic lymphocytic leukaemia
5865	C0022346	Jaundice
5866	C0497471	Moniliasis genital female
5867	C0028043	Nicotine dependence
5868	C1963933	Punding
5869	C2242494	Haemorrhagic erosive gastritis
5870	C1868693	Localised intraabdominal fluid collection
5871	C0006852	Vaginal moniliasis
5872	C0239113	Coombs test positive
5873	C1704212	Embolus
5874	C0948482	Analgesic effect
5875	C0581879	Felt faint
5876	C0877027	Joint range of motion decreased
5877	C0016199	Flank pain
5878	C0497327	Dementia
5879	C0239517	Facial paresthesia
5880	C0006848	Mucocutaneous candidiasis
5881	C0333244	Edema transient
5882	C0018811	Foetal heart rate
5883	C0427458	Red blood cell count increased
5884	C0743842	Acute febrile illness
5885	C0854359	Insulin autoimmune syndrome
5886	C0857256	Unwell
5887	C0235229	Ciliary muscle spasm
5888	C0031046	Pericarditis
5889	C3495920	Lacrimal structural disorder
5890	C0281914	Musculoskeletal deformity
5891	C0848377	Abdominal injury
5892	C1167686	Nail toxicity
5893	C0033687	Proteinuria
5894	C0027707	Nephritis interstitial
5895	C0016033	Fibrocystic disease
5896	C0856137	Uterine fibroids aggravated
5897	C3665770	Acquired lipoatrophic diabetes
5898	C0019554	Hip dislocation
5899	C0341858	Adenomyosis
5900	C0034072	Cor pulmonale
5901	C0235950	Zinc deficiency
5902	C0003868	Gouty arthritis
5903	C0424605	Developmental delay
5904	C0022661	Renal failure chronic
5905	C0233519	Suspiciousness
5906	C0237849	Skin exfoliation
5907	C0042420	Syncope vasovagal
5908	C0035357	Retroperitoneal fibrosis
5909	C0162281	Corneal deposits
5910	C0264939	Polyangiitis
5911	C3251821	Catatonic reaction
5912	C0343869	Anal candidiasis
5913	C0235753	Haemangioma congenital
5914	C0012569	Diplopia
5915	C0021313	Kidney infection
5916	C0025287	Meningism
5917	C0338591	Transient global amnesia
5918	C0948296	Ear discomfort
5919	C2830004	Somnolence
5920	C0877634	Paresthesia of scalp
5921	C0030200	Intractable pain
5922	C0858970	Carcinogenicity
5923	C0162297	Respiratory arrest
5924	C1274594	Lichenoid keratosis
5925	C0855440	Pancreatic enzymes abnormal
5926	C0004377	Automatism
5927	C2267227	Bulimia nervosa
5928	C0600125	Electrocardiogram PR prolongation
5929	C0151772	Manic psychosis
5930	C0521492	Application site ulcer
5931	C0221150	Odynophagia
5932	C0423636	Cardiac pain
5933	C1535975	Pelvic discomfort
5934	C0600139	Prostate carcinoma
5935	C0010709	Cyst
5936	C0034530	Radiation injury
5937	C0036982	Shock haemorrhagic
5938	C0521496	Application site infection
5939	C0155773	Portal vein thrombosis
5940	C0312422	Blacked-out (not amnesia)
5941	C0376358	Prostate cancer
5942	C0239154	High-pitched crying
5943	C0031575	Phocomelia
5944	C0400822	Lymphocytic colitis
5945	C0878588	Sphincter of Oddi dysfunction
5946	C0740314	Ultrasound breast abnormal
5947	C2314994	Spinal cord infarction
5948	C0311394	Walking disability
5949	C0848548	Hypertensive nephropathy
5950	C0008039	Cheyne-Stokes respiration
5951	C1112210	Catheter site infection
5952	C0877096	Application site paraesthesia
5953	C0085273	Erythema infectiosum
5954	C0035229	Respiratory insufficiency
5955	C0149887	Slipped femoral capital epiphysis
5956	C0920166	Catheter site haemorrhage
5957	C0151565	Hemorrhagic colitis
5958	C0456511	Sleep paralysis
5959	C0494165	Metastases to liver
5960	C0016514	Foot and mouth disease
5961	C0232493	Epigastric pain
5962	C0553704	Serum potassium increased
5963	C0813230	Serum triglycerides increased
5964	C0013146	Drug abuse
5965	C0853753	Blood phosphate increased
5966	C0152063	Streptobacillary fever
5967	C0405479	Nipple disorder
5968	C0235339	Mouth irritation
5969	C0877639	Gingival blister
5970	C1963946	Laryngeal dystonia
5971	C0239513	Pallor facial
5972	C0233657	Flight of ideas
5973	C0005967	Bone neoplasm
5974	C0855931	Cardioactive drug level above therapeutic
5975	C3665473	Deafness bilateral
5976	C0948299	Application site discharge
5977	C0235511	Superficial phlebothrombosis
5978	C0006849	Oral candidiasis
5979	C0745153	Hypoglycaemic episode
5980	C1141959	ECG signs of myocardial ischaemia
5981	C1868855	Post procedural infection
5982	C0009241	Cognitive disorder
5983	C0549369	Pancreatic enzymes increased
5984	C0027429	Nasal obstruction
5985	C0851647	Muscle tone disorder
5986	C0948277	Hydrometra
5987	C0149766	Purpura senile
5988	C1621958	Glioblastoma multiforme
